Name,Id,Genres,Popularity
Edi Rock,2fYAyTS2erZgqEHKHYqgi2,"['brazilian hip hop', 'brazilian reggae']",55
Dalsin,6W2jVpE55n1wT0SrpxoeFk,['brazilian hip hop'],54
Planet Hemp,3nasa4yabzvUeb6DzejDYU,"['brazilian hip hop', 'brazilian punk', 'brazilian rock', 'hard rock brasileiro', 'manguebeat']",54
Planet Hemp,3nasa4yabzvUeb6DzejDYU,"['brazilian hip hop', 'brazilian punk', 'brazilian rock', 'hard rock brasileiro', 'manguebeat']",54
Menestrel,4eQ4RMjplRznwHA1UBNnXT,"['brazilian hip hop', 'rap df', 'trap brasileiro']",53
Dexter,76IyGPd3y2mBZCljGcke0x,"['funk ostentacao', 'rap nacional antigo']",53
Sid,05BrFNfdik79RdmOG1Ux1Q,"['brazilian hip hop', 'musica triste brasileira']",52
ADL,6Ywb1no2hXLazjIs4LUiQD,"['brazilian hip hop', 'funk ostentacao']",50
Baden Powell,0VSgciOd32tP2Yna1w4vDr,"['bossa nova', 'brazilian jazz', 'choro', 'jazz guitar', 'mpb', 'samba', 'samba-jazz', 'velha guarda', 'violao']",50
Baden Powell,0VSgciOd32tP2Yna1w4vDr,"['bossa nova', 'brazilian jazz', 'choro', 'jazz guitar', 'mpb', 'samba', 'samba-jazz', 'velha guarda', 'violao']",50
Baden Powell,0VSgciOd32tP2Yna1w4vDr,"['bossa nova', 'brazilian jazz', 'choro', 'jazz guitar', 'mpb', 'samba', 'samba-jazz', 'velha guarda', 'violao']",50
Baden Powell,0VSgciOd32tP2Yna1w4vDr,"['bossa nova', 'brazilian jazz', 'choro', 'jazz guitar', 'mpb', 'samba', 'samba-jazz', 'velha guarda', 'violao']",50
Baden Powell,0VSgciOd32tP2Yna1w4vDr,"['bossa nova', 'brazilian jazz', 'choro', 'jazz guitar', 'mpb', 'samba', 'samba-jazz', 'velha guarda', 'violao']",50
RZO,1CQJtHMGhqvrSZiRTjSeOU,"['boom bap brasileiro', 'brazilian hip hop', 'funk ostentacao', 'rap nacional antigo']",49
Class A,65ZLHgyZxmEMcWFyyeNkjF,['brazilian hip hop'],48
Síntese,44A7vIMeuMh3AhjFTkj8B5,['brazilian hip hop'],46
Casuarina,0Z7qVrRll0xvdJ68DX0O0b,"['mpb', 'pagode', 'samba', 'samba moderno', 'velha guarda']",46
Síntese,44A7vIMeuMh3AhjFTkj8B5,['brazilian hip hop'],46
Síntese,44A7vIMeuMh3AhjFTkj8B5,['brazilian hip hop'],46
Síntese,44A7vIMeuMh3AhjFTkj8B5,['brazilian hip hop'],46
Síntese,44A7vIMeuMh3AhjFTkj8B5,['brazilian hip hop'],46
Rappin' Hood,7cLvBjizqjjdC350aOQ2KW,"['brazilian hip hop', 'brazilian reggae', 'rap nacional antigo']",45
Um Barril de Rap,4KgE1hgkCQ2hN8TB6rM94G,"['brazilian hip hop', 'rap df']",44
Um Barril de Rap,4KgE1hgkCQ2hN8TB6rM94G,"['brazilian hip hop', 'rap df']",44
Um Barril de Rap,4KgE1hgkCQ2hN8TB6rM94G,"['brazilian hip hop', 'rap df']",44
Um Barril de Rap,4KgE1hgkCQ2hN8TB6rM94G,"['brazilian hip hop', 'rap df']",44
Um Barril de Rap,4KgE1hgkCQ2hN8TB6rM94G,"['brazilian hip hop', 'rap df']",44
Um Barril de Rap,4KgE1hgkCQ2hN8TB6rM94G,"['brazilian hip hop', 'rap df']",44
Um Barril de Rap,4KgE1hgkCQ2hN8TB6rM94G,"['brazilian hip hop', 'rap df']",44
Pirâmide Perdida,4lJ000HqAKrfAehIP2XENM,['brazilian hip hop'],43
Pirâmide Perdida,4lJ000HqAKrfAehIP2XENM,['brazilian hip hop'],43
Raillow,0sidBbuq2OCR7mtHiSIfCN,[],42
Scott Bradlee,3Xu3pjx48P1q68xyNVLhsV,[],41
MOB79,6R7b5yPFbVDe7BweLZY3BM,['brazilian hip hop'],41
Renan Inquérito,1XHITGfBYvtspAD4panO5g,"['brazilian hip hop', 'rap nacional antigo']",37
Atentado Napalm,3zRsSdPeUYBcjWXlX2HXVW,"['brazilian hip hop', 'trap brasileiro']",37
Pentagono,3lhhkRFNyUUA1US4BuMQsB,"['brazilian hip hop', 'brazilian reggae']",37
Pentagono,3lhhkRFNyUUA1US4BuMQsB,"['brazilian hip hop', 'brazilian reggae']",37
DV Tribo,4cePVnCFqOt3chPXh4qAMr,"['brazilian hip hop', 'rap mineiro']",37
Pentagono,3lhhkRFNyUUA1US4BuMQsB,"['brazilian hip hop', 'brazilian reggae']",37
Somos Nós A Justiça,4hPSDG97FxGlqYvKPU6b1B,"['brazilian hip hop', 'rap nacional antigo']",34
Thaíde,6aBCEjrlI6ylLy2DTHRyJe,"['afrofuturismo brasileiro', 'brazilian hip hop']",33
Scooby,5hPR4hVEcnsIv4A2OAhNAd,['trap brasileiro'],29
A Firma,1p3swmDfo1HEBEMcPFmOAW,[],24
MMoneis,24OpSz4pEAeaGPKFfOLjNp,[],7
DJ Caique,5EWXAtIjqYt6M0kQTTlj8b,[],0
DJ Caique,5EWXAtIjqYt6M0kQTTlj8b,[],0
